id,lon,lat
324245829,26.6808974,58.3570012
324245830,26.6808587,58.3575177
324245831,26.6807386,58.3576738
324245832,26.7253906,58.3806572
324245833,26.726344,58.3808926
324245834,26.7286495,58.3815193
324245836,26.7412432,58.3691243
324245839,26.7408558,58.3690002
324245841,26.7398457,58.3690546
324245842,26.7393288,58.3690881
324245843,26.7390228,58.3692503
324245844,26.7389648,58.369384
324245845,26.7389998,58.3694643
324253320,26.7008971,58.3772101
324357247,26.6778914,58.3601221
324357290,26.6775165,58.3600638
324357293,26.6766042,58.3602742
324357297,26.687177,58.3538424
324357305,26.6866577,58.3543078
324357322,26.6880409,58.3529571
324357325,26.6869591,58.3536644
324357326,26.686678,58.3536494
324550940,26.6895682,58.3739381
324550942,26.6920854,58.3725384
324550943,26.6932999,58.3718461
324550962,26.6805708,58.3766032
324550963,26.6809322,58.377508
324550964,26.6810747,58.3782281
324550965,26.6811163,58.3782921
324550966,26.6812127,58.3786688
324550974,26.6804227,58.3726191
324550981,26.6929876,58.3753054
324550990,26.6955492,58.3753674
324550992,26.6930381,58.3749403
324550993,26.6923916,58.3746664
324550996,26.6944717,58.3678274
324550997,26.6936891,58.3675901
324551000,26.6813864,58.3666325
324551001,26.680415,58.3676485
324551002,26.6793825,58.3726514
324551003,26.6790715,58.3725215
324551008,26.6787762,58.3725127
324551020,26.6786132,58.3725133
324551024,26.6781443,58.3722954
324552913,26.6857504,58.3610798
324742390,26.7236275,58.3994902
324742397,26.717697,58.393461
324808030,26.6970565,58.4061542
324808031,26.7083578,58.406673
324808037,26.7264569,58.3863237
324808038,26.7259821,58.3867095
324808040,26.7262563,58.3868928
324808045,26.7264164,58.3869198
325137488,26.7264383,58.3861715
325137490,26.7241238,58.3876137
325233594,26.726074,58.3867814
325233595,26.7256241,58.3865231
326236664,26.6954544,58.3681341
326236665,26.694577,58.3677213
326236666,26.6707059,58.3648882
326238116,26.6757735,58.3787898
326238118,26.6751532,58.3788247
326238119,26.6750191,58.3788769
326238121,26.6747889,58.3792464
326238126,26.6748529,58.3793467
326238128,26.675271,58.3795456
326238130,26.6756409,58.3795672
326238131,26.6758221,58.3795419
326238132,26.6762996,58.3791733
326238134,26.6762155,58.3793533
326238135,26.6733112,58.3792302
326238137,26.664073,58.3794678
326263750,26.7224409,58.4026788
326263767,26.7267326,58.3865058
326263789,26.6875142,58.3537312
326263795,26.7138461,58.3549968
326263796,26.7093006,58.3547596
327595864,26.7270841,58.4034034
327595871,26.7327503,58.4028822
327595886,26.730476,58.4045103
329590188,26.7322492,58.402979
329983461,26.736848,58.3811779
329983462,26.7377094,58.3804989
329983465,26.737084,58.3806447
329983466,26.7368299,58.3810886
329983467,26.7368997,58.3809203
329983468,26.7368786,58.3807981
329983469,26.7369694,58.3806998
329983470,26.7374495,58.3807837
329983471,26.7371446,58.3808086
329983472,26.7366503,58.3807513
329983474,26.7371947,58.3806731
329983475,26.7373248,58.380736
329983476,26.7373537,58.3808132
329983477,26.7373594,58.3808633
329983478,26.7491169,58.3750031
329983481,26.7491618,58.3743714
329983486,26.7486304,58.3743383
329983488,26.7489771,58.3742957
329983489,26.7485779,58.3738823
329983490,26.7483351,58.3739164
329983491,26.7481535,58.3735305
329983492,26.7479802,58.373635
329983494,26.7469453,58.3731129
329983495,26.7467401,58.3728674
329983496,26.7466139,58.3729771
329983497,26.7455615,58.3725403
329983498,26.7456812,58.3724229
329983499,26.7349269,58.3683106
329983500,26.7435068,58.3714759
329983501,26.7433095,58.3715585
329983502,26.740148,58.3700426
329983503,26.7404078,58.3702962
329983504,26.7393143,58.369829
329983505,26.7374655,58.368988
329983507,26.7361771,58.3685573
329983508,26.735855,58.3685937
329983509,26.7371451,58.3690036
329983510,26.7383772,58.3693058
329983511,26.7381572,58.3693554
329983512,26.7379967,58.3698426
329983513,26.7379033,58.3695183
329983514,26.737603,58.3691621
329983515,26.7382919,58.3691035
329983516,26.7388276,58.3691075
329983517,26.7345553,58.3683029
329983518,26.7344277,58.3683416
329983520,26.734711,58.3682244
329983521,26.7344668,58.368125
329983532,26.7410596,58.3690516
330010137,26.7360506,58.3686581
330010140,26.7359364,58.3684553
330010141,26.7360644,58.368484
330010142,26.7360126,58.3685657
330010144,26.73593,58.3686177
330036503,26.7234909,58.3793533
330036518,26.7237647,58.3786695
330036519,26.7252319,58.3783272
330036533,26.7240305,58.3748697
330036565,26.7249643,58.3773819
330036569,26.7277757,58.3787228
330036581,26.7173616,58.3817926
330036591,26.7241667,58.3810986
330036595,26.7210923,58.3774605
330036598,26.7235923,58.3818628
330036608,26.7211357,58.3774206
330036609,26.7198607,58.3763036
330036611,26.7208335,58.3828863
330036614,26.7224064,58.3763231
330036619,26.7213091,58.3821387
330036632,26.7174747,58.3818556
330036651,26.7195503,58.3827517
330036663,26.7157752,58.3744364
330036686,26.7208267,58.3756326
330036693,26.7245116,58.3806397
330036697,26.7274254,58.3769933
330036699,26.7242177,58.3789276
330036700,26.7229671,58.3742615
330036707,26.7236127,58.3818066
330036712,26.7259876,58.3778651
330036730,26.7187647,58.3824166
330036738,26.7219406,58.38105
330036744,26.7242942,58.3782133
330040410,26.78475,58.356479
330040413,26.786922,58.355247
330040418,26.7048145,58.3781953
330040420,26.7798659,58.3600183
330040421,26.779726,58.359076
330040422,26.779697,58.359032
330040423,26.7796824,58.3589901
330040425,26.7796744,58.3589283
330040426,26.7797054,58.3586765
330040427,26.779678,58.358833
330040428,26.7285147,58.3708827
330040429,26.7291479,58.3700042
330040430,26.783646,58.354935
330040431,26.783665,58.35489
330040432,26.783613,58.3548
330040433,26.783613,58.354836
330040434,26.783307,58.354575
330040435,26.783359,58.354629
330040436,26.7896214,58.3560073
330040437,26.783307,58.354477
330040439,26.790067,58.355224
330040441,26.789982,58.355341
330040442,26.789671,58.355869
330040443,26.790172,58.355161
330040444,26.792087,58.354447
330040445,26.786459,58.358728
330040446,26.787514,58.35944
330040448,26.7846952,58.3574112
330040449,26.785509,58.357955
330040450,26.786289,58.358549
330040451,26.786902,58.359007
330040452,26.782937,58.356522
330040453,26.784315,58.357208
330040454,26.781197,58.358998
330040455,26.781097,58.355622
330040456,26.7809347,58.3555548
330040457,26.782811,58.35646
330040458,26.782732,58.356504
330040459,26.781194,58.358952
330040460,26.781164,58.358549
330040461,26.785166,58.355153
330040462,26.783361,58.357197
330040463,26.782235,58.356808
330040464,26.781751,58.357634
330040465,26.782584,58.358471
330040466,26.782475,58.35662
330040467,26.782583,58.35856
330040468,26.78265,58.358875
330040469,26.783445,58.357116
330040470,26.783755,58.356934
330040471,26.783119,58.35761
330040472,26.782634,58.358354
330040473,26.694236,58.38578
330040474,26.694722,58.383097
330040475,26.7306577,58.3558526
330040477,26.719331,58.3553043
330040479,26.6944483,58.3830865
330040480,26.7194666,58.3553102
330040481,26.7228203,58.3554669
330040486,26.7212653,58.3553969
330040490,26.696494,58.354145
330040493,26.716792,58.355172
330040494,26.72912,58.355801
330040495,26.6946108,58.3820634
330040496,26.7086283,58.3547361
330040497,26.7082114,58.3548573
330040498,26.6818297,58.3534507
330040499,26.6840417,58.3535426
330040500,26.7077071,58.3546756
330040502,26.692697,58.353953
330040504,26.7179508,58.3552294
330040507,26.714864,58.355051
330040508,26.691034,58.353889
330040509,26.724657,58.3544
330040514,26.72481,58.3544
330040515,26.698704,58.354257
330040516,26.724703,58.396677
330040517,26.6765508,58.3530424
330040518,26.724637,58.354624
330040519,26.726009,58.397919
330040520,26.6758785,58.3529884
330040522,26.6784305,58.3532765
330040523,26.6754173,58.3529228
330040524,26.724577,58.355569
330040525,26.724757,58.354633
330040526,26.719657,58.397703
330040527,26.724791,58.354634
330040528,26.721771,58.397299
330040530,26.721886,58.3972166
330040531,26.7233,58.396944
330040532,26.7168819,58.3982337
330040533,26.7167973,58.3513449
330040534,26.779386,58.342538
330040536,26.7777092,58.341797
330040537,26.777667,58.341861
330040538,26.779144,58.342915
330040539,26.7235331,58.3991459
330040540,26.735224,58.373854
330040542,26.7155184,58.3515916
330040543,26.7124485,58.3517664
330040545,26.7183897,58.3510158
330040546,26.718002,58.3511031
330040547,26.7172025,58.3512629
330040548,26.732088,58.372364
330040549,26.731693,58.372667
330040551,26.7966176,58.3594451
330040552,26.7278904,58.376673
330040553,26.7308148,58.3750387
330040554,26.7288025,58.3762209
330040555,26.727208,58.347331
330040557,26.7161858,58.34809
330040559,26.723509,58.347289
330040560,26.7195193,58.3474384
330040561,26.75117,58.377733
330040562,26.721818,58.347279
330040563,26.747754,58.379534
330040564,26.751369,58.377718
330040565,26.705776,58.388526
330040567,26.7212211,58.3645521
330040570,26.717886,58.347757
330040571,26.720511,58.347271
330040572,26.727019,58.362331
330040573,26.724951,58.347298
330040574,26.720015,58.347341
330040575,26.722547,58.364073
330040576,26.7336644,58.3733284
330040577,26.770956,58.375405
330040578,26.769752,58.375761
330040580,26.773592,58.37401
330040581,26.771603,58.375142
330040583,26.772096,58.374885
330040584,26.751017,58.377796
330040585,26.7553213,58.377384
330040589,26.7386254,58.3703758
330040590,26.735848,58.372011
330040592,26.7555927,58.3773848
330040593,26.758288,58.377157
330040594,26.7612377,58.3745466
330040596,26.7613159,58.3746076
330040597,26.7608,58.373584
330040598,26.760971,58.373569
330040600,26.761359,58.37555
330040601,26.7617513,58.3758883
330040602,26.761327,58.373952
330040603,26.76118,58.374458
330040604,26.772822,58.374479
330040606,26.774209,58.373539
330040607,26.773834,58.373843
330040608,26.7701449,58.3756771
330040610,26.761103,58.373664
330040611,26.7428262,58.3821311
330040615,26.77586,58.371466
330040616,26.7748745,58.3729263
330040618,26.776006,58.371158
330040619,26.776111,58.370691
330040620,26.774553,58.373228
330040622,26.7604966,58.3736527
330040623,26.77608,58.370912
330040624,26.775556,58.372025
330040627,26.765689,58.376578
330040628,26.7615668,58.3747583
330040630,26.761433,58.374688
330040631,26.776123,58.369845
330040632,26.776131,58.3696841
330040634,26.764835,58.37666
330040635,26.7682147,58.3761111
330040636,26.775494,58.377204
330040637,26.775326,58.376898
330040639,26.774961,58.375425
330040640,26.775013,58.375156
330040641,26.754982,58.375722
330040643,26.7549836,58.3758528
330040644,26.775055,58.37652
330040645,26.774739,58.3759088
330040647,26.755066,58.375594
330040648,26.756192,58.374725
330040649,26.756071,58.374801
330040651,26.755472,58.375245
330040652,26.756305,58.374675
330040654,26.775222,58.372485
330040655,26.761326,58.373759
330040656,26.757551,58.374285
330040658,26.717029,58.395907
330040659,26.685238,58.365486
330040660,26.6856197,58.3644183
330040662,26.776842,58.350703
330040667,26.686041,58.365695
330040668,26.761638,58.376331
330040670,26.6804232,58.3711569
330040672,26.680332,58.367808
330040674,26.774856,58.375713
330040675,26.761485,58.376891
330040676,26.761489,58.376782
330040678,26.761594,58.37639
330040679,26.70837,58.400806
